City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
606,Rawson,AR,65.32,clear sky,-43.3002,-65.1023,Hosteria Sampedro
610,Jacmel,HT,80.6,overcast clouds,18.2342,-72.5347,Hotel Florita
611,Ngunguru,NZ,73.99,scattered clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
612,Sechura,PE,75.96,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
613,Olinda,BR,78.8,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
615,Grand Gaube,MU,80.01,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
617,Cotonou,BJ,84.2,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
618,Biak,ID,77.13,light rain,-0.9131,122.8766,Penginapan Kim
621,Boueni,YT,80.6,clear sky,-12.9025,45.0761,The feet in water
623,Broken Hill,AU,80.6,clear sky,-31.95,141.4333,Royal Exchange Hotel
625,Antalaha,MG,73.65,light rain,-14.9003,50.2788,Hotel Vitasoa
628,Myitkyina,MM,76.19,clear sky,25.3833,97.4,Shwe Phyu Hotel
629,Kumphawapi,TH,81.0,clear sky,17.1087,103.0149,ลีลาวดี รีสอร์ท
631,Kurinjippadi,IN,73.9,few clouds,11.5667,79.6,Agarwal Sweet & Bakery
632,Resistencia,AR,77.0,clear sky,-27.4606,-58.9839,Niyat Urban Hotel
634,Gopalpur,IN,78.3,clear sky,19.2667,84.9167,Gopalpur Palm Resort
641,Montepuez,MZ,66.65,overcast clouds,-13.1256,38.9997,Complexo Messalo
642,Christchurch,NZ,68.0,clear sky,-43.5333,172.6333,The George
643,Mangaratiba,BR,71.6,scattered clouds,-22.9597,-44.0406,Portobello Resort & Safari
645,Rabat,MA,60.8,broken clouds,33.9911,-6.8401,Hôtel Mercure Rabat Sheherazade
647,Savannah Bight,HN,80.6,broken clouds,16.45,-85.85,Villa on Dunbar Rock
648,Eyl,SO,74.73,overcast clouds,7.9803,49.8164,Amiin Hotel
651,Villa Rica,US,70.0,scattered clouds,33.7321,-84.9191,Days Inn by Wyndham Villa Rica
653,Bosaso,SO,77.14,clear sky,11.2842,49.1816,Red Sea Hotel
656,Launceston,AU,68.0,scattered clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
657,Buctzotz,MX,79.0,overcast clouds,21.2,-88.7833,OYO Hotel Tapia
658,Dingle,PH,83.17,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
662,Camabatela,AO,61.77,overcast clouds,-8.1881,15.375,Pensão E Restaurantes
663,Tottori,JP,60.8,broken clouds,35.5,134.2333,Hotel Monarque Tottori
665,Beitbridge,ZW,65.1,few clouds,-22.2167,30.0,PETERS MOTEL & CONFERENCE CENTRE
666,Richards Bay,ZA,67.59,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
668,Canyon Lake,US,73.99,clear sky,29.8752,-98.2625,The Lodge At Turkey Cove
669,Tura,IN,72.43,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
674,Pundaguitan,PH,81.95,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
675,Hua Hin,TH,80.6,few clouds,12.5707,99.9588,InterContinental
678,Soyo,AO,79.7,overcast clouds,-6.1349,12.3689,Hotel Mpampa
681,Prachuap Khiri Khan,TH,80.6,few clouds,12.2167,99.75,สมบัติยาย
685,Kuching,MY,82.4,few clouds,1.55,110.3333,The Ranee Boutique Suites
687,Misratah,LY,63.97,overcast clouds,32.3754,15.0925,فندق الماسة
688,Wilmington,US,73.4,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
689,Quatre Cocos,MU,80.01,light rain,-20.2078,57.7625,Emeraude Beach Attitude Hotel
690,Koumac,NC,84.33,broken clouds,-20.5667,164.2833,Le Monitel
691,Soledad,CO,77.0,scattered clouds,10.9184,-74.7646,Cochi y Cocho
692,Phan Thiet,VN,82.49,overcast clouds,10.9333,108.1,Hotel Saigon-PT
693,Santo Amaro,BR,80.6,few clouds,-12.5467,-38.7119,Hotel da Purificação
694,Bodden Town,KY,79.0,few clouds,19.2833,-81.25,Will T Place
695,Milos,GR,60.8,overcast clouds,36.75,24.4333,Ξενοδοχείο Αγνάντι
696,Cocachacra,PE,69.3,overcast clouds,-17.0883,-71.7575,Hospedaje - El Refugio
698,Passagem Franca,BR,75.94,overcast clouds,-6.1797,-43.7836,Hotel Brasil
699,Chuy,UY,69.89,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
700,Raglan,NZ,73.99,overcast clouds,-37.8,174.8833,Raglan Sunset Motel
